Cell Site ID,Latitude,Longitude,Month,Average RSRQ,Average SINR,Average RSSI,Average RSRP,Average Uplink Throughput (Mbps),Average Downlink Throughput (Mbps),Peak Uplink Throughput (Mbps),Peak Downlink Throughput (Mbps),Average Call Drop Rate (%),Average Call Block Rate (%),Average MOS,Average Latency (ms),Average Jitter (ms),Packet Loss Rate (%),Average Temperature (°C),Average Humidity (%),Rainfall (mm),Average Number of Active Users,Maximum Number of Active Users,Cell Site Status % Active,Average Power Consumption (kWh),Number of Critical Alarms,Number of Major Alarms,Number of Minor Alarms,Number of Maintenance Events,Average SNR,Network Availability (%),Backhaul Utilization (%),Average Transmission Power (dBm)
CS_002,9.063561668373447,7.407963981094291,2023-08,-10.111547774522492,2.9732628319431598,-119.58650489399432,-95.48249279057889,73.35897250137454,139.2172113388324,115.78877477134608,246.43737933500347,0.5330369411311497,0.19270575948430568,4.193282465927895,167.56539670956164,1.844997577911106,4.998314392324155,33.944244929611855,53.3982490898144,6.058564405664657,170,970,97.2799745376833,2931.875970579803,4,2,49,0,26.961654974869713,95.76387901629084,74.38656723807605,16.372189441152358
CS_002,9.063561668373447,7.407963981094291,2023-09,-17.753863169478585,22.580112070311984,-101.60432072520537,-71.71071274335537,77.1835275692345,1.279521766925501,61.38542375611569,119.1134954057187,0.12273639554766846,3.858473934348945,2.0200826341881575,45.386615835240626,8.191384952380377,3.3771692727304243,39.00259142247016,76.64216872233985,133.4854120463943,493,524,96.18761963082127,4619.232206404831,1,7,11,1,23.296650025974103,95.41939790388138,81.4937404313315,-18.336815220715884
CS_002,9.063561668373447,7.407963981094291,2023-10,-11.808978055100933,16.852136041249842,-119.99348537277993,-73.13364354456026,13.361114633082261,134.60605495532047,91.60231044745927,184.77936021761923,0.46506203699137105,1.6047978636325733,3.540519879291527,153.56688562617097,29.289577365992102,3.4435968615014128,29.455440155652965,42.42867227090186,186.47241121613263,491,660,92.37217301620214,1469.7014497888727,8,14,22,5,24.08501567298065,99.46194774303463,90.1174235405058,-32.491831651763114
CS_002,9.063561668373447,7.407963981094291,2023-11,-18.888222676858973,12.837036082042758,-84.47912397351294,-85.95603248101126,29.981649868550132,82.49936565107885,118.23035274726807,264.0891040191225,4.102386048419868,2.8591399837291718,4.674236090408059,162.36479231667144,10.780340067540273,0.04572655473568665,25.77441444217116,41.70028131315451,138.15385255369713,481,675,97.76726881667199,3081.991542828386,4,15,40,0,23.284950964990905,98.21291558776095,59.6341473567385,-30.040756739464335
CS_002,9.063561668373447,7.407963981094291,2023-12,-13.894634079813017,16.238066095162438,-100.82993328143155,-83.73682489461406,15.332203498292674,58.86090149014466,73.12523627419367,237.60848015168781,3.160250937222459,4.9577615199990515,4.608972061797358,115.62009093288665,18.999560298868897,1.0120957944199938,23.641069787186098,59.99672537866981,286.88693188688495,417,901,99.15164614225188,4930.828212529974,0,17,42,4,17.35408640301395,99.67289435762515,82.80223396106223,23.553140004337152
CS_002,9.063561668373447,7.407963981094291,2024-01,-12.034540348884118,21.714524073976587,-104.78941949524791,-94.04834469123308,28.98865069424732,94.0198781975149,161.08569432905975,150.16363287441848,2.4226567577516196,3.8274354210180705,3.9199977901758105,162.65867723989862,1.371699894623185,2.3801478106191505,39.650696548592585,60.359062184957025,105.01545748692267,172,983,95.34171836912611,2228.4621482807806,6,20,36,5,17.508157263925316,99.8398585394492,92.68243889632052,3.3512537835273193
CS_002,9.063561668373447,7.407963981094291,2024-02,-3.0911957203715055,3.229263343694658,-93.78536136535224,-70.76206706639486,87.9142487121451,99.32650072908234,61.197259848006695,235.4382043840517,1.920425895223095,1.6672158837757145,3.749332469506387,142.43701102085205,35.25907932179636,4.19482545399299,37.28854079669452,72.6009916326035,246.12450895235486,323,892,98.59492038511499,1084.1313762155216,4,0,22,3,29.08699976182801,95.59218980101713,71.03762073072627,35.948706942653246
CS_002,9.063561668373447,7.407963981094291,2024-03,-7.12484553561136,-7.107554901463162,-73.89710988166985,-58.338270456383526,38.47857822308784,32.84099759637106,160.27191605608314,297.9967685502065,4.0578698125991695,2.6844214394801424,3.3854672374153805,16.092456559924198,11.102825765709351,2.700177450883821,25.285254632884815,31.74543829812166,9.51205625547874,358,839,91.12943543539123,1839.3209554623281,4,8,17,3,13.891433064397434,97.44797020539838,64.22940366195023,-49.26916412687648
CS_002,9.063561668373447,7.407963981094291,2024-04,-13.366938522244629,-3.4015518938690015,-89.78811599735184,-81.67834684126434,81.5524955396284,35.29916721419063,101.08414502222682,211.2952685329935,3.529196861867443,1.9386506261260301,3.352069896581936,99.03601350023149,34.91407296551431,0.77286097240509,21.468980991830865,59.39345125267236,91.1503809515522,100,814,97.20226312484124,2167.659489291244,4,8,39,0,23.162932935928225,98.8615672599125,50.58634059785412,-5.10977318874162
CS_002,9.063561668373447,7.407963981094291,2024-05,-6.177800282511809,16.90365559853265,-116.20521956055029,-46.320890198554714,55.61606505408676,58.38558213205041,62.69921238166142,292.2441952607461,3.8097337279066728,3.6562412265024697,1.557582628717702,28.06132442450508,31.462764479969273,4.481837368403687,30.394574969730904,75.23760057134665,48.71776301178533,228,857,99.7031825243049,3392.4207857992083,10,10,33,1,13.455352089480998,95.25090907464792,74.65180943152188,-26.65042156617965
CS_002,9.063561668373447,7.407963981094291,2024-06,-6.411250246294882,13.846896069631192,-107.88653828779496,-51.28981754668045,97.20458747808914,65.99295739704418,152.97001823746191,213.03352628642924,1.839315890061,3.0763702703621214,4.096729409113758,96.52735182569084,16.689818187560633,4.662459761826497,35.65515425098083,36.63662558672666,193.23635508728643,180,766,94.63290058135837,1372.7087061145592,9,4,11,2,23.384238187080534,97.17510564806666,74.73954033894043,-44.8950786410393
CS_002,9.063561668373447,7.407963981094291,2024-07,-9.536852824399501,22.02193572127188,-114.73158301907185,-62.23301394472659,27.98037848784759,43.494823030487545,189.63410084695755,297.02001578665175,2.1879507716286906,1.823345683550056,2.354303673250452,106.71200241026145,36.986053688996115,3.7794116325516542,34.20524916621702,32.48932754708116,81.37053877103578,155,948,97.33328323379335,2379.3026906562745,6,13,10,3,18.23700225736329,98.09523500784395,85.11848809614659,-24.944094909531668
CS_003,9.069107626049714,7.517888516866024,2023-08,-16.415793292707008,14.591462320943158,-74.88705594291223,-69.59467329845353,41.01819480494441,97.18966354829944,130.33351601528838,218.7665240227372,0.16477944037212144,2.8666520199569585,3.614460633667471,79.58084236676235,36.490174213431494,0.11413354945131404,34.13542124348062,45.56800100383325,129.3955030810084,485,722,97.04902750323721,3049.645751914396,1,19,21,3,28.03104064688585,95.99349063362291,55.02733474137316,-3.603577416122363
CS_003,9.069107626049714,7.517888516866024,2023-09,-4.231798767723539,6.938255136774224,-91.09367184505037,-60.45843286626725,43.01020361068597,134.04484009722228,141.81954713362495,228.0736226064946,1.1246776035856065,1.2028735124476375,2.0626883615788465,108.30839768177283,38.057167999766136,0.6793930124055936,28.03672420603302,87.56869685594907,180.85538785360004,427,834,96.30139906994641,3091.8190303209917,6,7,46,4,28.23593423470983,97.59511128372408,51.80096135022446,-42.72979429467068
CS_003,9.069107626049714,7.517888516866024,2023-10,-11.072676412653756,-5.575784778003952,-76.32053032579387,-65.29016747969891,52.66141297675653,28.92069952578091,98.72881139963671,203.3797524638179,4.221708963017988,1.9786477576185764,2.032131132052536,183.21361445904563,7.377356406047681,0.1484569345129244,35.06221139399007,53.39383017488966,261.4062220948752,45,564,95.03804302884897,2136.470639678225,9,7,42,0,23.141563965255596,95.65992578313384,64.65106432771816,-20.99103451044375
CS_003,9.069107626049714,7.517888516866024,2023-11,-15.063694298226753,6.466184835672195,-98.01704924354647,-46.34814723142989,52.17546556700255,103.95440714813753,157.3590530734379,226.11143483364765,4.688586278733392,2.3878457612588195,1.0454574157732894,197.23156577838694,46.550136774077856,4.126881887123956,38.21252511054221,54.14223694759266,166.68110156753764,213,681,96.73976605473678,1920.4259804909211,7,16,30,0,15.715544325308421,99.35457628324093,81.62610296567881,-15.616603521142437
CS_003,9.069107626049714,7.517888516866024,2023-12,-7.702436723622526,23.557047362902452,-91.00908128958899,-93.87074238405812,12.983928709954128,84.70196203248534,62.30264142457944,189.7118345754501,0.8163757155509721,3.9958623839556537,3.621574998063951,144.05926527640804,1.5406189762140976,1.5045984435258948,26.401444254845075,54.54470019294313,127.21411519538667,380,505,91.58822441031073,4826.227006238061,3,20,50,2,16.291051646622716,98.47574459264655,68.13495399722844,-0.09162640774539454
CS_003,9.069107626049714,7.517888516866024,2024-01,-8.417837654753914,6.117811152375239,-72.00474937102763,-69.63609257056459,75.18472815743463,135.2497879582981,157.15724433315376,247.05894979812996,2.058320504425092,1.918070034931707,1.2207656901567212,11.03398170466099,7.02829323999859,0.9072026509646602,31.133688047812857,73.90401190857168,68.70814954205758,63,730,95.85558043978575,2035.7387684105247,3,14,24,5,25.471502382349648,98.13248243230255,59.04959615515504,-21.801115665319216
CS_003,9.069107626049714,7.517888516866024,2024-02,-14.77966458882092,10.876574738987284,-79.29917704723626,-51.06732084623629,90.00669966272436,22.6454555689088,195.2586928273957,191.36367163618968,0.27515992381701715,3.8457583035759093,4.424363118447358,94.91588724898924,8.892118178637931,3.137421095191606,24.610562131026988,52.28704616132381,1.1599101359401454,108,946,99.4761643358907,4038.796507087547,3,19,1,0,21.8486308518389,99.55490313145792,79.7927289991935,29.936813502110496
CS_003,9.069107626049714,7.517888516866024,2024-03,-7.284111222672339,-5.192606016198216,-73.7069171865017,-45.552516892939416,31.931842303788994,123.95546818300019,184.99264171154914,104.00531890817433,2.3542555025493246,3.66784825218679,1.4181996162952761,165.43746345731856,17.728194908714972,1.6600655261521173,28.303151582770063,35.323126763327814,19.457568544775395,32,965,92.50018617725263,2594.6047836809985,7,13,23,4,13.064115095116504,97.10762527027339,80.97724871952593,19.303314051499783
CS_003,9.069107626049714,7.517888516866024,2024-04,-3.8597406139771877,-4.1017707080252785,-78.89628441579382,-81.01154383502991,89.30317809487063,99.76098975046865,180.99627307148432,178.68908639054683,2.448900214841116,4.859738130574263,3.5490444748335417,136.95029655868535,40.758106815367526,0.30862510958582223,28.542110664228613,52.7500408415673,190.62318950210778,172,915,98.78659874202353,2277.3198598823446,6,15,49,4,23.58493199173388,95.12466151289686,86.42342572170796,32.91261155959512
CS_003,9.069107626049714,7.517888516866024,2024-05,-9.453202673755847,-4.747332801662654,-73.89012538301847,-78.00045693297795,7.452950026831761,99.18950009830883,71.0656454153182,221.6198021074863,1.2741744111266484,2.389753551855429,2.727037570429161,85.97263736341542,40.50743837315494,2.707496230267785,37.357301390206075,71.19134395453528,104.879941365319,42,852,94.03713278210141,1228.7869663395802,8,17,16,4,28.138515940555575,99.90933380132785,66.88586829087537,18.485719511983405
CS_003,9.069107626049714,7.517888516866024,2024-06,-16.065355014542916,-1.8375695668538974,-114.04038857141002,-84.39121722533025,39.41028358808233,105.8490051737735,83.20915028023109,256.7226735761174,4.997279774501103,4.845474126541791,3.751448034216624,197.56000984213802,15.535679924717039,0.7962765227961366,30.787208056657022,35.084437470236935,39.89992617353526,38,815,98.29373712848809,4936.865593045896,5,12,17,3,26.020040742270485,95.1486060232754,55.683812963832494,47.757349080234775
CS_003,9.069107626049714,7.517888516866024,2024-07,-16.94067128929457,3.085435446883089,-84.70461941347101,-92.35081121938376,45.40307849529861,61.924462268061866,90.07372051896303,166.81974770174878,4.159571408643534,4.280606358872992,4.5387033077241075,121.03951365683102,1.321933742735637,4.317057514545402,39.000164733387685,63.89316820315608,205.40859244867477,60,990,90.84034573131832,2794.2575300629087,7,0,33,1,12.267994407567475,95.7388087380241,71.69579420918025,38.35378814262329
CS_004,8.976519734991419,7.517714283927752,2023-08,-16.65113285790197,21.73328959567218,-73.55808549483403,-68.29242347655385,22.718062531500173,72.41353419178516,189.53185993467338,106.91717224031134,2.5847574474701767,4.042658999590164,2.842148265217547,160.42288681664982,32.743699345305274,4.022969184160548,27.83398066346702,87.48568772397026,32.61799438647005,156,882,95.7664271018475,2940.6009433225418,6,8,26,3,22.943008169719906,97.6085827903977,65.84828316299654,38.25563620123373
CS_004,8.976519734991419,7.517714283927752,2023-09,-16.042574277199215,29.622332671459787,-71.09253160041332,-92.83643027508487,1.265586476953795,34.01673240055027,69.95820843892147,113.35017391392628,0.2705643783731321,1.387269124112252,1.3362883748263434,123.17757407188707,49.46143825974629,0.39902531753987336,26.50394570122866,58.064634606585194,31.92205485619658,294,876,95.25360791002065,1401.7650420656632,1,14,11,4,27.08822197955139,98.52773154877191,87.59950637574741,15.757940445999466
CS_004,8.976519734991419,7.517714283927752,2023-10,-6.213605724360946,-9.494377118111545,-109.28060073098301,-91.60590639001855,51.710278317251756,60.850380796972466,117.30983565999836,229.04629210830495,4.482050216609851,1.5564678773064378,1.0841061299847157,190.56693480610258,18.42493548852648,4.982887038105398,35.41971573616449,30.863968820100098,15.071937882796638,341,967,97.31731143355755,2970.360851249801,0,4,47,1,29.210674123086566,96.92882509861981,96.80843946385058,-11.329623960545696
CS_004,8.976519734991419,7.517714283927752,2023-11,-13.524881625506122,12.51160736169426,-118.01744385031616,-66.4567826101625,57.708420750603295,33.469376968586765,86.5702212746043,189.85014665799787,3.254487625495112,2.1172752790392084,4.700831968851192,136.71620050441254,17.909716383883246,1.874533678335184,25.614581645901566,43.66148652880798,181.56754816905044,54,891,96.96503276110653,2878.1848040594155,9,8,34,3,20.979963932467786,98.613056384782,93.64074915392726,-12.078668590000966
CS_004,8.976519734991419,7.517714283927752,2023-12,-16.820811404866866,10.621083942347376,-92.40064683696343,-59.73152029903686,83.7553320921518,62.5891468945538,180.3262033676256,121.44435140187593,2.559643971100728,4.439550069180185,1.9779507427582277,18.99021809195672,4.959168105316109,2.0751949001434378,27.506476437917986,77.81513652140413,289.0934195852911,287,957,98.72091020337963,1564.5453232868972,1,18,43,0,10.255093150319176,96.80449665686096,68.76545333938768,35.959348357000266
CS_004,8.976519734991419,7.517714283927752,2024-01,-6.15140878619057,10.652655857608991,-73.96848596373076,-92.61451406144667,86.70242099483868,85.21327344507752,97.2280692018632,161.96681463711843,0.2496085047224733,2.9484770903247233,3.6960841826086077,151.2734154774586,18.312055015402706,4.849804113903327,34.0617826053397,42.35919903864094,173.73618699134113,412,990,94.37056273182027,2000.8072717108614,5,19,18,4,29.431045923761243,95.90208450706845,77.54074765239687,27.018990267063614
CS_004,8.976519734991419,7.517714283927752,2024-02,-18.833067965277564,8.470589104435554,-88.44161087538441,-75.41089073135001,4.331012509340337,22.507352420128463,159.6891018986167,289.51153149475647,1.5959392433831432,3.494089998704482,4.641930543130885,186.5651095296131,27.900741105019662,4.854594039447621,22.595445595380085,38.7453605371113,35.84721521041342,204,814,95.18509840158596,4632.894118423978,7,7,10,3,25.79284917131549,95.51364361577372,67.52945130372925,33.67181766457209
CS_004,8.976519734991419,7.517714283927752,2024-03,-8.372909998700004,5.198270708484941,-97.64278167319613,-65.66398436964391,47.5476914412839,100.59908314324133,139.10009562862462,293.44649487625657,2.347528338642983,4.2368348356873256,1.2751799213940687,145.24183543618378,46.72855719068496,1.7081938857422192,26.919037281941158,60.06935222309073,187.75223092088393,387,789,99.15847692483733,4111.7929053666985,2,0,43,1,23.753615388870756,95.70884009061642,86.29335227090883,-3.8962822992509203
CS_004,8.976519734991419,7.517714283927752,2024-04,-8.392683846984609,17.352707016840363,-70.5733338375914,-92.1169321813056,50.67196396367019,67.6924779788531,77.36608549026823,205.0036983222583,2.948702662925833,2.7140665822086802,4.342065839489641,84.33962350834163,10.039136796122522,4.904773877320951,39.192863803424075,81.35989142022515,290.79807183263705,323,605,98.36987984382063,1340.850063049162,3,15,18,0,19.415390067986344,96.75449313081785,71.93231690080984,37.1536937198519
CS_004,8.976519734991419,7.517714283927752,2024-05,-11.084188428224463,16.520668205335802,-100.4923316551955,-98.1779162902355,6.164132662905342,23.567380163622513,156.85500304157569,203.39543928273525,2.0909894751109697,4.700198338321687,3.838400718051125,98.36949593035465,11.376167746027843,1.0688146263596554,39.13660608307596,61.62244059646688,169.84785599496493,226,665,96.85766534130134,1236.1069483080298,6,1,43,5,23.64263602007069,95.3422774114888,94.77812888776404,9.78432863557859
CS_004,8.976519734991419,7.517714283927752,2024-06,-18.963330234002438,27.804126055939953,-115.49235448038273,-54.73102708937397,53.1723432770296,71.32909208709582,71.01889735742037,173.30060885431334,2.715069795714333,3.965313394078744,4.436680752764186,111.44823303413455,30.276656978642265,3.342944311620043,36.85036018397676,53.94205702224414,71.41199492767235,447,660,99.65140484349747,4030.6068033892425,9,16,26,5,28.42175943913892,99.67648090395485,70.47493270236072,24.920453477569055
CS_004,8.976519734991419,7.517714283927752,2024-07,-18.925177313049318,13.669319115345417,-107.55143614283924,-43.56441362186708,84.92273426800122,54.56870672808646,160.81661923020164,203.1674168739399,2.2074861190782635,4.085788893090904,1.997147953940754,120.77464189159271,25.560067555506993,3.013508014492628,25.069540399630455,47.990173098082764,96.99571753396692,485,979,91.16520662309613,4867.807188407467,10,2,47,0,23.74386464578704,98.42557788163231,65.50903294820631,-23.127465684386863
CS_005,8.90504696018693,7.5644056022422825,2023-08,-18.747429247063682,-9.332363759133795,-85.81819921150267,-60.48141606774971,60.62482129199248,39.5727827577125,73.38681784980884,105.15439106947231,0.08754114827138837,4.035163810296993,1.0074240114097779,55.84123083670159,15.762606970653254,2.5876979525818062,23.28648869779184,46.026444679984856,27.06832549988698,156,965,91.8123018720707,4250.100678759845,3,0,19,3,10.00885320595571,99.15248855580116,92.74077419687737,8.352292714168073
CS_005,8.90504696018693,7.5644056022422825,2023-09,-10.133589568544823,23.380003912233313,-84.26666219578709,-52.54564573785857,0.7076481208962648,116.78601248120384,118.30449096048817,272.52934768524483,3.2292630398914035,0.731509883673519,3.661604226810328,70.00344111184347,25.23707452958818,3.9626948983045764,38.982650248633824,73.14938027346832,286.48218751683055,407,926,93.23978797242441,2271.5626723164705,9,20,19,0,11.565452293980856,98.61368752688132,72.64860307573932,30.714186080974685
CS_005,8.90504696018693,7.5644056022422825,2023-10,-7.493691278093152,29.6836123889915,-103.62323687978434,-64.19830354574435,27.64835131982889,64.73611588718887,100.27023961538113,276.1199085255546,3.9554149264416893,2.251040742187922,1.745001654101459,63.279013696921105,8.097530677287201,2.487574527998604,20.981472732990053,59.45963721036688,195.3101623389747,58,553,99.65660850125633,1376.2797612531715,8,3,20,5,28.41210932188819,97.20612841674631,88.24931758321887,-47.95929794872603
CS_005,8.90504696018693,7.5644056022422825,2023-11,-14.551721457469988,29.08136192251817,-96.44514072033344,-92.003130657856,47.8632341986698,74.08247152282908,54.064007443807796,199.7850420362923,1.6611881435899063,2.918110341830451,1.04231958844127,185.2605640759974,40.477769872875314,4.556050199470023,23.66102107213792,74.79798590622832,224.21356851631563,312,672,95.87831397827715,2339.4755760210637,5,8,47,3,10.431703431626795,95.9967396458899,81.77483647362784,-20.183030720350114
CS_005,8.90504696018693,7.5644056022422825,2023-12,-7.173767613525273,5.515656490124044,-96.91568764481316,-49.63571617355537,21.994947085705117,125.12209022171692,132.0142079689947,141.8579229327479,0.662040067466641,1.9161776727810376,2.8643635181543985,155.21006186999304,6.076209595037185,2.4708489370945257,34.48319438801192,36.496660213734934,63.01976124725701,489,590,91.1891026625998,1077.3437451698137,8,6,34,3,23.475966610821562,99.80612777342417,96.72851470651963,-8.259217055017018
CS_005,8.90504696018693,7.5644056022422825,2024-01,-13.835683022482117,11.608530795114085,-115.84141196758988,-52.1321149952108,59.77899559993909,24.16894942717885,51.51336392231362,243.97605721785325,4.558233892256272,1.699932875636771,2.4618090528841274,40.574169440271476,42.06445778562706,1.8988480676397805,25.514070672572032,44.91676392164004,0.19454920109117646,276,876,91.57001709259384,3218.3396660399426,2,1,23,0,10.556835703484902,96.45043571635308,95.7967042199185,-39.74540423235425
CS_005,8.90504696018693,7.5644056022422825,2024-02,-17.02350548145849,25.02456061995025,-105.32433549077736,-42.399285937983514,34.376279307202964,142.64551089530264,159.67338753398946,282.8242130080486,4.450441358727888,3.8599643056715633,3.3915915773812895,131.8660827908908,49.15083216024946,4.6993539772590625,24.33419345228406,54.08139468946752,21.906771005435488,212,537,95.31078391248657,3417.380259539978,3,10,23,3,29.227168000712005,95.44647147609984,74.62455010459406,24.641978989015143
CS_005,8.90504696018693,7.5644056022422825,2024-03,-4.285756180859352,27.343648513067734,-101.83587149138553,-98.9278802284274,86.80743204919888,123.49215701175228,181.92484573291682,267.66865685551045,3.350155210739491,2.613097202453331,3.1533747492095987,165.97733283675376,26.560384842127142,3.922828054023852,25.391723917456545,54.63467795977405,100.99287914859424,412,922,96.21690048733787,1638.730977641444,1,7,15,4,16.149199925011004,95.4421617121539,86.80109374510346,-43.56685300141182
CS_005,8.90504696018693,7.5644056022422825,2024-04,-11.424571456032611,10.80794253061353,-107.99484268152506,-72.75185890076273,95.38801748940243,71.47174669473091,57.17754952814275,137.9265962476003,1.6394268631933795,4.49835435331794,3.2445960224051658,115.9334532614637,23.99448485204514,1.5557559152962896,22.595468050064945,41.271322228567335,108.02251621158875,249,805,93.21099064638648,3211.063553824727,6,17,6,4,14.431197903835681,99.17897374309908,71.87553934445336,14.565459484504686
CS_005,8.90504696018693,7.5644056022422825,2024-05,-8.324671506415104,7.471697427420878,-98.58208077195029,-94.43369560574561,7.746736881291905,60.631845597092486,146.3959498833424,175.48730651120098,1.532016963363777,1.8537357834432555,1.5542600694452071,67.34647691300403,27.468308218631705,3.4497843098667085,35.46719860416033,30.605622582611606,45.204665911897365,450,983,95.2691039438861,3672.5911079041143,4,5,3,5,23.993868914949346,96.00391041703492,60.9535742850452,-40.19943006235381
